order_id,order_date,product_id,quantity_ordered,customer_id,payment_type
241,02-07-22,103,2,12,Credit    
242,02-07-22,103,2,12,Credit    
243,03-07-22,103,2,12,Credit    
244,03-07-22,103,2,12,Credit    
245,03-07-22,103,2,12,Credit    
246,03-07-22,103,2,12,Credit    
247,04-07-22,103,2,13,Credit    
248,04-07-22,103,2,13,Credit    
249,04-07-22,103,2,13,Credit    
250,05-07-22,103,2,13,Credit    
251,07-07-22,103,2,13,Credit    
252,08-07-22,103,2,13,Credit    
253,08-07-22,103,2,13,Credit    
254,09-07-22,103,2,13,Credit    
255,09-07-22,103,2,13,Credit    
256,10-07-22,103,2,13,Credit    
257,10-07-22,103,2,13,Credit    
258,11-07-22,103,2,13,Credit    
259,12-07-22,103,2,13,Credit    
260,12-07-22,103,2,13,Credit    
261,12-07-22,103,2,13,Credit    
262,13-07-22,103,2,13,Credit    
263,13-07-22,103,2,13,Credit    
264,13-07-22,103,2,13,Credit    
265,14-07-22,103,2,13,Credit    
266,14-07-22,103,2,13,Credit    
267,14-07-22,103,2,13,Credit    
268,17-07-22,103,2,13,Credit    
269,18-07-22,103,2,13,Credit    
270,19-07-22,103,2,13,Credit    
271,19-07-22,103,2,13,Credit    
272,19-07-22,103,2,14,Credit    
273,20-07-22,103,2,14,Credit    
274,20-07-22,103,2,14,Credit    
275,21-07-22,103,2,14,Credit    
276,25-07-22,103,2,14,Credit    
277,26-07-22,103,2,14,Credit    
278,27-07-22,103,2,14,Credit    
279,27-07-22,103,2,14,Credit    
280,27-07-22,103,2,14,Credit    
281,27-07-22,103,2,14,Credit    
282,27-07-22,103,2,14,Credit    
283,28-07-22,103,2,14,Credit    
284,28-07-22,103,2,14,Credit    
285,28-07-22,103,2,14,Credit    
286,29-07-22,103,2,14,Credit    
287,30-07-22,103,2,14,Credit    
288,01-08-22,103,2,14,Credit    
289,01-08-22,103,2,14,Credit    
290,02-08-22,103,2,14,Credit    
291,03-08-22,103,2,14,Credit    
292,03-08-22,103,2,14,Credit    
293,03-08-22,103,2,14,Credit    
294,03-08-22,103,2,14,Credit    
295,03-08-22,103,2,14,Credit    
296,05-08-22,103,2,15,Credit    
297,05-08-22,103,2,15,Credit    
298,06-08-22,103,2,15,Credit    
299,06-08-22,103,2,15,Credit    
300,07-08-22,103,2,15,Credit    
301,07-08-22,103,2,15,Credit    
302,08-08-22,103,2,15,Credit    
303,11-08-22,103,2,15,Credit    
304,12-08-22,103,2,15,Credit    
305,13-08-22,103,2,15,Credit    
306,15-08-22,103,2,15,Credit    
307,16-08-22,103,2,15,Credit    
308,17-08-22,103,2,15,Credit    
309,17-08-22,103,2,15,Credit    
310,18-08-22,103,2,15,Credit    
311,19-08-22,104,2,16,Credit    
312,20-08-22,104,2,16,Credit    
313,20-08-22,104,2,16,Credit    
314,21-08-22,104,2,16,Credit    
315,23-08-22,104,2,16,Credit    
316,24-08-22,104,2,16,Credit    
317,24-08-22,104,2,16,Credit    
318,25-08-22,104,2,16,Credit    
319,25-08-22,104,2,16,Credit    
320,27-08-22,104,2,16,Credit    
321,27-08-22,104,2,16,Credit    
322,28-08-22,104,2,16,Credit    
323,29-08-22,104,2,16,Credit    
324,29-08-22,104,2,16,Credit    
325,30-08-22,104,2,16,Credit    
326,30-08-22,104,2,16,Credit    
327,31-08-22,104,2,16,Credit    
328,01-09-22,104,2,16,Credit    
329,01-09-22,104,2,16,Credit    
330,02-09-22,104,2,16,Credit    
331,02-09-22,104,2,16,Credit    
332,02-09-22,104,2,16,Credit    
333,04-09-22,104,2,17,Credit    
334,04-09-22,104,2,17,Credit    
335,04-09-22,104,2,17,Credit    
336,04-09-22,104,2,17,Credit    
337,05-09-22,104,2,17,Credit    
338,06-09-22,104,2,17,Credit    
339,06-09-22,104,2,17,Credit    
340,07-09-22,104,2,17,Credit    
341,08-09-22,104,2,17,Credit    
342,09-09-22,104,2,17,Credit    
343,09-09-22,104,2,17,Credit    
344,10-09-22,104,2,17,Credit    
345,11-09-22,104,2,17,Credit    
346,12-09-22,104,2,17,Credit    
347,12-09-22,104,2,17,Credit    
348,13-09-22,104,2,17,Credit    
349,14-09-22,104,2,17,Credit    
350,14-09-22,104,2,17,Credit    
351,14-09-22,104,2,17,Credit    
352,15-09-22,104,2,17,Credit    
353,16-09-22,104,2,17,Credit    
354,16-09-22,104,2,17,Credit    
355,17-09-22,104,2,17,Credit    
356,17-09-22,104,2,17,Credit    
357,17-09-22,104,2,17,Credit    
358,18-09-22,104,2,17,Credit    
359,18-09-22,104,2,17,Credit    
360,20-09-22,104,2,18,Credit    
361,20-09-22,104,2,18,Credit    
362,21-09-22,104,2,18,Credit    
363,21-09-22,104,2,18,Credit    
364,23-09-22,104,2,18,Credit    
365,23-09-22,104,2,18,Credit    
366,24-09-22,104,2,18,Credit    
367,24-09-22,104,2,18,Credit    
368,24-09-22,104,2,18,Credit    
369,24-09-22,104,2,18,Credit    
370,25-09-22,104,2,18,Credit    
371,25-09-22,104,2,18,Credit    
372,27-09-22,104,2,18,Credit    
373,27-09-22,104,2,18,Credit    
374,28-09-22,104,2,18,Credit    
375,28-09-22,104,2,18,Credit    
376,03-10-22,104,2,18,Credit    
377,07-10-22,104,2,19,Credit    
378,08-10-22,104,2,19,Credit    
379,12-10-22,104,2,19,Credit    
380,13-10-22,104,2,19,Credit    
381,13-10-22,104,2,19,Credit    
382,14-10-22,104,2,19,Credit    
383,14-10-22,104,2,19,Credit    
384,15-10-22,104,2,19,Credit    
385,16-10-22,104,2,19,Credit    
386,17-10-22,104,2,19,Credit    
387,17-10-22,104,2,19,Credit    
388,17-10-22,104,2,19,Credit    
389,19-10-22,104,2,19,Credit    
390,19-10-22,104,2,19,Credit    
391,21-10-22,104,2,20,Credit    
392,22-10-22,104,2,20,Credit    
393,22-10-22,104,2,20,Credit    
394,22-10-22,104,2,20,Credit    
395,24-10-22,104,2,20,Credit    
396,24-10-22,104,2,20,Credit    
397,24-10-22,104,2,20,Credit    
398,25-10-22,104,2,20,Credit    
399,25-10-22,104,2,20,Credit    
400,25-10-22,104,2,20,Credit    
401,26-10-22,104,2,20,Credit    
402,26-10-22,104,2,20,Credit    
403,27-10-22,104,2,20,Credit    
404,27-10-22,104,2,20,Credit    
405,28-10-22,104,2,20,Credit    
406,28-10-22,104,2,20,Credit    
407,01-11-22,104,2,20,Credit    
408,01-11-22,104,2,20,Credit    
409,02-11-22,104,2,20,Credit    
410,03-11-22,104,2,20,Credit    
411,05-11-22,105,3,21,Credit    
412,05-11-22,105,3,21,Credit    
413,05-11-22,105,3,21,Credit    
414,07-11-22,105,3,21,Credit    
415,07-11-22,105,3,21,Credit    
416,09-11-22,105,3,21,Credit    
417,10-11-22,105,3,21,Credit    
418,10-11-22,105,3,21,Credit    
419,10-11-22,105,3,21,Credit    
420,11-11-22,105,3,21,Credit    
421,12-11-22,105,3,21,Credit    
422,14-11-22,105,3,21,Credit    
423,16-11-22,105,3,21,Credit    
424,16-11-22,105,3,21,Credit    
425,17-11-22,105,3,21,Credit    
426,17-11-22,105,3,21,Credit    
427,18-11-22,105,3,21,Credit    
428,18-11-22,105,3,21,Credit    
429,19-11-22,105,3,21,Credit    
430,20-11-22,105,3,22,Credit    
431,22-11-22,105,3,22,Credit    
432,23-11-22,105,3,22,Credit    
433,24-11-22,105,3,22,Credit    
434,24-11-22,105,3,22,Credit    
435,25-11-22,105,3,22,Credit    
436,27-11-22,105,3,22,Credit    
437,27-11-22,105,3,22,Credit    
438,27-11-22,105,3,22,Credit    
439,28-11-22,105,3,22,Credit    
440,28-11-22,105,3,22,Credit    
441,29-11-22,105,3,22,Credit    
442,29-11-22,105,3,22,Credit    
443,29-11-22,105,3,22,Credit    
444,30-11-22,105,3,22,Credit    
445,02-12-22,105,3,22,Credit    
446,05-12-22,105,3,23,Credit    
447,05-12-22,105,3,23,Credit    
448,05-12-22,105,3,23,Credit    
449,06-12-22,105,3,23,Credit    
450,07-12-22,105,3,23,Credit    
451,07-12-22,105,3,23,Credit    
452,07-12-22,105,3,23,Credit    
453,09-12-22,105,3,23,Credit    
454,09-12-22,105,3,23,Credit    
455,09-12-22,105,3,23,Credit    
456,10-12-22,105,3,23,Credit    
457,11-12-22,105,3,23,Credit    
458,12-12-22,105,3,23,Credit    
459,12-12-22,105,3,23,Credit    
460,12-12-22,105,3,23,Credit    
461,13-12-22,105,3,23,Credit    
462,14-12-22,105,3,23,Credit    
463,14-12-22,105,3,23,Credit    
464,15-12-22,105,3,23,Credit    
465,16-12-22,105,3,23,Credit    
466,18-12-22,105,3,23,Credit    
467,18-12-22,105,3,23,Credit    
468,18-12-22,105,3,23,Credit    
469,20-12-22,105,3,23,Credit    
470,20-12-22,105,3,24,Credit    
471,21-12-22,105,3,24,Credit    
472,22-12-22,105,3,24,Credit    
473,22-12-22,105,3,24,Credit    
474,23-12-22,105,3,24,Credit    
475,24-12-22,105,3,24,Credit    
476,24-12-22,105,3,24,Credit    
477,25-12-22,105,3,24,Credit    
478,26-12-22,105,3,24,Credit    
479,28-12-22,105,3,24,Credit    
480,30-12-22,105,3,24,Credit    
481,30-12-22,105,3,24,Credit    
482,01-01-23,105,3,24,Credit    
483,01-01-23,105,3,24,Credit    
484,01-01-23,105,3,24,Credit    
485,05-01-23,105,3,25,Credit    
486,08-01-23,105,3,25,Credit    
487,09-01-23,105,3,25,Credit    
488,10-01-23,105,3,25,Credit    
489,10-01-23,105,3,25,Credit    
490,10-01-23,105,3,25,Credit    
491,11-01-23,105,3,25,Credit    
492,11-01-23,105,3,25,Credit    
493,11-01-23,105,3,25,Credit    
494,13-01-23,105,3,25,Credit    
495,14-01-23,105,3,25,Credit    
496,14-01-23,105,3,25,Credit    
497,15-01-23,105,3,25,Credit    
498,15-01-23,105,3,25,Credit    
499,16-01-23,105,3,25,Credit    
500,16-01-23,105,3,25,Credit    
501,17-01-23,105,3,25,Credit    
502,18-01-23,105,3,25,Credit    
503,19-01-23,105,3,25,Credit    
504,19-01-23,105,3,25,Credit    
505,19-01-23,105,3,25,Credit    
506,19-01-23,105,3,25,Credit    
507,20-01-23,106,3,26,Cash      
508,20-01-23,106,3,26,Cash      
509,21-01-23,106,3,26,Cash      
510,21-01-23,106,3,26,Cash      
511,22-01-23,106,3,26,Cash      
512,22-01-23,106,3,26,Cash      
513,22-01-23,106,3,26,Cash      
514,23-01-23,106,3,26,Cash      
515,23-01-23,106,3,26,Cash      
516,23-01-23,106,3,26,Cash      
517,24-01-23,106,3,26,Cash      
518,26-01-23,106,3,26,Cash      
519,30-01-23,106,3,26,Cash      
520,01-02-23,106,3,26,Cash      
521,02-02-23,106,3,26,Cash      
522,03-02-23,106,3,26,Cash      
523,04-02-23,106,3,27,Cash      
524,05-02-23,106,3,27,Cash      
525,05-02-23,106,3,27,Cash      
526,05-02-23,106,3,27,Cash      
527,06-02-23,106,3,27,Cash      
528,06-02-23,106,3,27,Cash      
529,06-02-23,106,3,27,Cash      
530,07-02-23,106,3,27,Cash      
531,07-02-23,106,3,27,Cash      
532,07-02-23,106,3,27,Cash      
533,10-02-23,106,3,27,Cash      
534,10-02-23,106,3,27,Cash      
535,11-02-23,106,3,27,Cash      
536,12-02-23,106,3,27,Cash      
537,14-02-23,106,3,27,Cash      
538,14-02-23,106,3,27,Cash      
539,15-02-23,106,3,27,Cash      
540,15-02-23,106,3,27,Cash      
541,16-02-23,106,3,27,Cash      
542,18-02-23,106,3,27,Cash      
543,19-02-23,106,3,27,Cash      
544,20-02-23,106,3,28,Cash      
545,20-02-23,106,3,28,Cash      
546,25-02-23,106,3,28,Cash      
547,25-02-23,106,3,28,Cash      
548,26-02-23,106,3,28,Cash      
549,27-02-23,106,3,28,Cash      
550,01-03-23,106,3,28,Cash      
551,01-03-23,106,3,28,Cash      
552,02-03-23,106,3,28,Cash      
553,03-03-23,106,3,28,Cash      
554,03-03-23,106,3,28,Cash      
555,03-03-23,106,3,28,Cash      
556,06-03-23,106,3,28,Cash      
557,06-03-23,106,3,28,Cash      
558,07-03-23,106,3,29,Cash      
559,07-03-23,106,3,29,Cash      
560,08-03-23,106,3,29,Cash      
561,09-03-23,106,3,29,Cash      
562,09-03-23,106,3,29,Cash      
563,09-03-23,106,3,29,Cash      
564,10-03-23,106,3,29,Cash      
565,11-03-23,106,3,29,Cash      
566,12-03-23,106,3,29,Cash      
567,13-03-23,106,3,29,Cash      
568,14-03-23,106,3,29,Cash      
569,15-03-23,106,3,29,Cash      
570,17-03-23,106,3,29,Cash      
571,17-03-23,106,3,29,Cash      
572,18-03-23,106,3,29,Cash      
573,19-03-23,106,3,29,Cash      
574,20-03-23,106,3,29,Cash      
575,20-03-23,106,3,29,Cash      
576,20-03-23,106,3,29,Cash      
577,22-03-23,106,3,29,Cash      
578,22-03-23,106,3,30,Cash      
579,22-03-23,106,3,30,Cash      
580,24-03-23,106,3,30,Cash      
581,24-03-23,106,3,30,Cash      
582,25-03-23,106,3,30,Cash      
583,25-03-23,106,3,30,Cash      
584,26-03-23,106,3,30,Cash      
585,26-03-23,106,3,30,Cash      
586,26-03-23,106,3,30,Cash      
587,27-03-23,106,3,30,Cash      
588,29-03-23,106,3,30,Cash      
589,31-03-23,106,3,30,Cash      
590,31-03-23,106,3,30,Cash      
591,03-04-23,106,3,30,Cash      
592,05-04-23,106,3,30,Cash      
593,06-04-23,106,3,30,Cash      
594,07-04-23,107,4,31,Cash      
595,08-04-23,107,4,31,Cash      
596,08-04-23,107,4,31,Cash      
597,10-04-23,107,4,31,Cash      
598,10-04-23,107,4,31,Cash      
599,10-04-23,107,4,31,Cash      
600,12-04-23,107,4,31,Cash      
601,12-04-23,107,4,31,Cash      
602,13-04-23,107,4,31,Cash      
603,15-04-23,107,4,31,Cash      
604,15-04-23,107,4,31,Cash      
605,15-04-23,107,4,31,Cash      
606,15-04-23,107,4,31,Cash      
607,16-04-23,107,4,31,Cash      
608,16-04-23,107,4,31,Cash      
609,17-04-23,107,4,31,Cash      
610,17-04-23,107,4,31,Cash      
611,17-04-23,107,4,31,Cash      
612,18-04-23,107,4,31,Cash      
613,18-04-23,107,4,31,Cash      
614,19-04-23,107,4,31,Cash      
615,19-04-23,107,4,31,Cash      
616,20-04-23,107,4,31,Cash      
617,21-04-23,107,4,31,Cash      
618,21-04-23,107,4,31,Cash      
619,22-04-23,107,4,31,Cash      
620,22-04-23,107,4,32,Cash      
621,22-04-23,107,4,32,Cash      
622,24-04-23,107,4,32,Cash      
623,25-04-23,107,4,32,Cash      
624,25-04-23,107,4,32,Cash      
625,26-04-23,107,4,32,Cash      
626,26-04-23,107,4,32,Cash      
627,27-04-23,107,4,32,Cash      
628,27-04-23,107,4,32,Cash      
629,27-04-23,107,4,32,Cash      
630,28-04-23,107,4,32,Cash      
631,29-04-23,107,4,32,Cash      
632,29-04-23,107,4,32,Cash      
633,30-04-23,107,4,32,Cash      
634,30-04-23,107,4,32,Cash      
635,30-04-23,107,4,32,Cash      
636,01-05-23,107,4,32,Cash      
637,01-05-23,107,4,32,Cash      
638,02-05-23,107,4,32,Cash      
639,03-05-23,107,4,32,Cash      
640,04-05-23,107,4,32,Cash      
641,05-05-23,107,4,32,Cash      
642,05-05-23,107,4,32,Cash      
643,05-05-23,107,4,32,Cash      
644,06-05-23,107,4,32,Cash      
645,06-05-23,107,4,32,Cash      
646,06-05-23,107,4,32,Cash      
647,07-05-23,107,4,32,Cash      
648,07-05-23,107,4,32,Cash      
649,07-05-23,107,4,32,Cash      
650,07-05-23,107,4,33,Cash      
651,09-05-23,107,4,33,Cash      
652,09-05-23,107,4,33,Cash      
653,11-05-23,107,4,33,Cash      
654,11-05-23,107,4,33,Cash      
655,12-05-23,107,4,33,Cash      
656,12-05-23,107,4,33,Cash      
657,13-05-23,107,4,33,Cash      
658,13-05-23,107,4,33,Cash      
659,14-05-23,107,4,33,Cash      
660,16-05-23,107,4,33,Cash      
661,17-05-23,107,4,33,Cash      
662,17-05-23,107,4,33,Cash      
663,17-05-23,107,4,33,Cash      
664,18-05-23,107,4,33,Cash      
665,18-05-23,107,4,33,Cash      
666,19-05-23,107,4,33,Cash      
667,20-05-23,107,4,33,Cash      
668,20-05-23,107,4,33,Cash      
669,20-05-23,107,4,33,Cash      
670,23-05-23,107,4,34,Cash      
671,23-05-23,107,4,34,Cash      
672,23-05-23,107,4,34,Cash      
673,24-05-23,107,4,34,Cash      
674,25-05-23,107,4,34,Cash      
675,25-05-23,107,4,34,Cash      
676,25-05-23,107,4,34,Cash      
677,26-05-23,107,4,34,Cash      
678,26-05-23,107,4,34,Cash      
679,27-05-23,107,4,34,Cash      
680,28-05-23,107,4,34,Cash      
681,28-05-23,107,4,34,Cash      
682,28-05-23,107,4,34,Cash      
683,28-05-23,107,4,34,Cash      
684,29-05-23,107,4,34,Cash      
685,29-05-23,107,4,34,Cash      
686,30-05-23,107,4,34,Cash      
687,31-05-23,107,4,34,Cash      
688,31-05-23,107,4,34,Cash      
689,01-06-23,107,4,34,Cash      
690,01-06-23,107,4,34,Cash      
691,04-06-23,107,4,34,Cash      
692,04-06-23,107,4,34,Cash      
693,05-06-23,107,4,34,Cash      
694,06-06-23,107,4,34,Cash      
695,07-06-23,107,4,35,Cash      
696,07-06-23,107,4,35,Cash      
697,07-06-23,107,4,35,Cash      
698,08-06-23,107,4,35,Cash      
699,10-06-23,107,4,35,Cash      
700,11-06-23,107,4,35,Cash      
701,11-06-23,107,4,35,Cash      
702,12-06-23,107,4,35,Cash      
703,13-06-23,107,4,35,Cash      
704,14-06-23,107,4,35,Cash      
705,14-06-23,107,4,35,Cash      
706,14-06-23,107,4,35,Cash      
707,15-06-23,107,4,35,Cash      
708,15-06-23,107,4,35,Cash      
709,15-06-23,107,4,35,Cash      
710,18-06-23,107,4,35,Cash      
711,19-06-23,107,4,35,Cash      
712,20-06-23,107,4,35,Cash      
713,20-06-23,107,4,35,Cash      
714,21-06-23,107,4,35,Cash      
715,22-06-23,107,4,35,Cash      
716,23-06-23,108,4,36,Cash      
717,24-06-23,108,4,36,Cash      
718,25-06-23,108,4,36,Cash      
719,28-06-23,108,4,36,Cash      
720,28-06-23,108,4,36,Cash      
721,30-06-23,108,4,36,Cash      
722,30-06-23,108,4,36,Cash      
723,01-07-23,108,4,36,Cash      
724,02-07-23,108,4,36,Cash      
725,02-07-23,108,4,36,Cash      
726,03-07-23,108,4,36,Cash      
727,03-07-23,108,4,36,Cash      
728,03-07-23,108,4,36,Cash      
729,04-07-23,108,4,36,Cash      
730,05-07-23,108,4,36,Cash      
731,09-07-23,108,4,37,Cash      
732,09-07-23,108,4,37,Cash      
733,10-07-23,108,4,37,Cash      
